1.167
-0.795
-0.363
-0.649
-0.117
1.386
-0.132
2.871
0.549
0.229
1.133
0.938
-2.037
0.214
-0.572
-2.754
-0.375
3.576
0.793
0.024
1.994
2.301
-2.385
-1.484
-1.066
-0.268
0.231
-0.337
3.211
-0.543
-1.916
0.232
-0.595
-1.494
-1.833
-0.539
-0.464
0.685
0.747
2.313
1.384
1.492
0.134
-0.367
-2.131
-2.293
-0.053
1.569
0.271
-0.239
-0.599
1.439
-0.539
-1.651
-1.550
-0.921
-0.983
1.560
0.878
-0.561
-0.466
-0.125
-0.472
-1.493
-1.426
-2.431
1.353
2.140
-0.825
1.295
-0.211
-1.796
-0.003
-0.879
-0.988
-0.943
0.879
1.900
1.496
-0.610
1.044
0.700
-0.311
0.144
-1.786
-4.017
0.564
0.525
0.740
1.023
0.588
-0.469
-0.906
-0.014
-0.532
-2.283
-0.144
0.620
1.545
0.777
-0.161
0.071
-2.064
-1.144
-2.829
-0.087
0.652
0.863
1.592
2.074
0.973
1.440
-0.690
-1.255
0.208
0.512
-0.465
1.660
0.225
1.446
0.025
0.374
2.033
-1.738
0.658
-3.195
0.756
0.437
